コード,全国，都道府県，市区町村,総数,男,女
43209,（旧：牛深市）,"11,313","5,236","6,077"
43523,（旧：有明町）,"4,511","2,082","2,429"
43526,（旧：御所浦町）,"2,318","1,106","1,212"
43527,（旧：倉岳町）,"2,533","1,162","1,371"
43528,（旧：栖本町）,"1,966",914,"1,052"
43529,（旧：新和町）,"2,689","1,264","1,425"
43530,（旧：五和町）,"7,369","3,370","3,999"
43532,（旧：天草町）,"2,607","1,211","1,396"
43533,（旧：河浦町）,"3,837","1,771","2,066"
43216,合志市,"61,772","29,702","32,070"
43405,（旧：合志町）,"26,314","12,764","13,550"
43407,（旧：西合志町）,"35,458","16,938","18,520"
43348,美里町,"9,392","4,361","5,031"
43346,（旧：中央町）,"4,083","1,893","2,190"
43347,（旧：砥用町）,"5,309","2,468","2,841"
43364,玉東町,"5,045","2,399","2,646"
43367,南関町,"8,979","4,282","4,697"
43368,長洲町,"15,372","7,668","7,704"
43369,和水町,"9,342","4,397","4,945"
43365,（旧：菊水町）,"5,496","2,588","2,908"
43366,（旧：三加和町）,"3,846","1,809","2,037"
43403,大津町,"35,187","17,449","17,738"
43404,菊陽町,"43,337","21,220","22,117"
43423,南小国町,"3,750","1,781","1,969"
43424,小国町,"6,590","3,135","3,455"
43425,産山村,"1,382",714,668
43428,高森町,"5,789","2,788","3,001"
43432,西原村,"6,426","3,109","3,317"
43433,南阿蘇村,"9,836","4,796","5,040"
43429,（旧：白水村）,"3,724","1,795","1,929"
43430,（旧：久木野村）,"2,637","1,260","1,377"
43431,（旧：長陽村）,"3,475","1,741","1,734"
43441,御船町,"16,303","7,762","8,541"
43442,嘉島町,"9,547","4,584","4,963"
43443,益城町,"32,510","15,602","16,908"
43444,甲佐町,"10,132","4,813","5,319"
43447,山都町,"13,503","6,439","7,064"
43427,（旧：蘇陽町）,"3,139","1,492","1,647"
43445,（旧：矢部町）,"8,256","3,894","4,362"
43446,（旧：清和村）,"2,108","1,053","1,055"
43468,氷川町,"11,094","5,083","6,011"
43464,（旧：竜北町）,"6,824","3,148","3,676"
43465,（旧：宮原町）,"4,270","1,935","2,335"
43482,芦北町,"15,681","7,370","8,311"
43481,（旧：田浦町）,"3,770","1,820","1,950"
4348B,（旧：芦北町）,"11,911","5,550","6,361"
43484,津奈木町,"4,254","1,993","2,261"
43501,錦町,"10,288","4,891","5,397"
43505,多良木町,"9,076","4,263","4,813"
43506,湯前町,"3,627","1,700","1,927"
43507,水上村,"2,033",938,"1,095"
43510,相良村,"4,070","1,929","2,141"
43511,五木村,931,447,484
43512,山江村,"3,238","1,498","1,740"
43513,球磨村,"2,433","1,174","1,259"
43514,あさぎり町,"14,676","6,783","7,893"
43502,（旧：上村）,"4,293","1,998","2,295"
43503,（旧：免田町）,"5,403","2,501","2,902"
43504,（旧：岡原村）,"2,318","1,055","1,263"
43508,（旧：須恵村）,"1,138",535,603
43509,（旧：深田村）,"1,524",694,830
43531,苓北町,"7,114","3,388","3,726"
44000,大分県,"1,123,852","533,414","590,438"
44201,大分市,"475,614","228,421","247,193"
4420B,（旧：大分市）,"464,016","223,034","240,982"
44361,（旧：野津原町）,"4,046","1,865","2,181"
44381,（旧：佐賀関町）,"7,552","3,522","4,030"
44202,別府市,"115,321","52,398","62,923"
44203,中津市,"82,863","40,307","42,556"
4420C,（旧：中津市）,"70,051","34,288","35,763"
44501,（旧：三光村）,"5,040","2,346","2,694"
44502,（旧：本耶馬溪町）,"2,531","1,200","1,331"
44503,（旧：耶馬渓町）,"3,229","1,525","1,704"
44504,（旧：山国町）,"2,012",948,"1,064"
44204,日田市,"62,657","29,676","32,981"
4420D,（旧：日田市）,"54,171","25,615","28,556"
44481,（旧：前津江村）,832,416,416
44482,（旧：中津江村）,621,316,305
44483,（旧：上津江村）,666,325,341
44484,（旧：大山町）,"2,429","1,146","1,283"
44485,（旧：天瀬町）,"3,938","1,858","2,080"
44205,佐伯市,"66,851","30,885","35,966"
4420E,（旧：佐伯市）,"42,711","19,960","22,751"
44401,（旧：上浦町）,"1,651",736,915
44402,（旧：弥生町）,"6,853","3,183","3,670"
44403,（旧：本匠村）,"1,243",571,672
44404,（旧：宇目町）,"2,346","1,083","1,263"
44405,（旧：直川村）,"2,006",900,"1,106"
44406,（旧：鶴見町）,"2,635","1,170","1,465"
44407,（旧：米水津村）,"1,605",703,902
44408,（旧：蒲江町）,"5,801","2,579","3,222"
44206,臼杵市,"36,158","17,093","19,065"
4420F,（旧：臼杵市）,"29,418","13,917","15,501"
44421,（旧：野津町）,"6,740","3,176","3,564"
44207,津久見市,"16,100","7,499","8,601"
44208,竹田市,"20,332","9,506","10,826"
4420G,（旧：竹田市）,"12,171","5,663","6,508"
44441,（旧：荻町）,"2,602","1,213","1,389"
44442,（旧：久住町）,"3,596","1,703","1,893"
44443,（旧：直入町）,"1,963",927,"1,036"
44209,豊後高田市,"22,112","10,498","11,614"
4420H,（旧：豊後高田市）,"16,683","7,943","8,740"
44302,（旧：真玉町）,"2,831","1,316","1,515"
44303,（旧：香々地町）,"2,598","1,239","1,359"
44210,杵築市,"27,999","13,437","14,562"
4421B,（旧：杵築市）,"20,851","10,143","10,708"
44301,（旧：大田村）,"1,151",517,634
44342,（旧：山香町）,"5,997","2,777","3,220"
44211,宇佐市,"52,771","24,882","27,889"
4421C,（旧：宇佐市）,"43,838","20,714","23,124"
44521,（旧：院内町）,"3,416","1,601","1,815"
44522,（旧：安心院町）,"5,517","2,567","2,950"
44212,豊後大野市,"33,695","15,699","17,996"
44422,（旧：三重町）,"16,229","7,545","8,684"
44423,（旧：清川村）,"1,734",804,930
44424,（旧：緒方町）,"4,404","2,054","2,350"
44425,（旧：朝地町）,"2,272","1,076","1,196"
44426,（旧：大野町）,"3,849","1,763","2,086"
44427,（旧：千歳村）,"1,913",884,"1,029"
44428,（旧：犬飼町）,"3,294","1,573","1,721"
44213,由布市,"32,772","15,599","17,173"
44362,（旧：挾間町）,"16,644","7,945","8,699"
44363,（旧：庄内町）,"6,705","3,131","3,574"
44364,（旧：湯布院町）,"9,423","4,523","4,900"
44214,国東市,"26,232","12,504","13,728"
44321,（旧：国見町）,"3,752","1,735","2,017"
44323,（旧：国東町）,"9,575","4,510","5,065"
44324,（旧：武蔵町）,"4,783","2,316","2,467"
44325,（旧：安岐町）,"8,122","3,943","4,179"
44322,姫島村,"1,725",804,921
44341,日出町,"27,723","13,230","14,493"
44461,九重町,"8,541","4,036","4,505"
44462,玖珠町,"14,386","6,940","7,446"
45000,宮崎県,"1,069,576","504,763","564,813"
45201,宮崎市,"401,339","189,342","211,997"
4520B,（旧：宮崎市）,"317,747","149,488","168,259"
45301,（旧：清武町）,"29,134","14,177","14,957"
45302,（旧：田野町）,"10,855","5,101","5,754"
45303,（旧：佐土原町）,"32,797","15,459","17,338"
45381,（旧：高岡町）,"10,806","5,117","5,689"
45202,都城市,"160,640","75,308","85,332"
4520C,（旧：都城市）,"130,355","61,132","69,223"
45342,（旧：山之口町）,"5,817","2,729","3,088"
45343,（旧：高城町）,"9,789","4,537","5,252"
45344,（旧：山田町）,"6,531","3,087","3,444"
45345,（旧：高崎町）,"8,148","3,823","4,325"
45203,延岡市,"118,394","56,100","62,294"
4520D,（旧：延岡市）,"108,792","51,567","57,225"
45426,（旧：北方町）,"3,338","1,580","1,758"
45427,（旧：北川町）,"3,207","1,469","1,738"
45428,（旧：北浦町）,"3,057","1,484","1,573"
45204,日南市,"50,848","23,930","26,918"
4520E,（旧：日南市）,"37,955","17,866","20,089"
45321,（旧：北郷町）,"3,971","1,832","2,139"
45322,（旧：南郷町）,"8,922","4,232","4,690"
45205,小林市,"43,670","20,327","23,343"
4520F,（旧：小林市）,"35,264","16,434","18,830"
45362,（旧：野尻町）,"6,993","3,237","3,756"
45363,（旧：須木村）,"1,413",656,757
45206,日向市,"59,629","28,372","31,257"
4520G,（旧：日向市）,"56,076","26,686","29,390"
45422,（旧：東郷町）,"3,553","1,686","1,867"
45207,串間市,"16,822","7,876","8,946"
45208,西都市,"28,610","13,423","15,187"
45209,えびの市,"17,638","8,339","9,299"
45341,三股町,"25,591","11,932","13,659"
45361,高原町,"8,639","4,127","4,512"
45382,国富町,"18,398","8,609","9,789"
45383,綾町,"6,934","3,267","3,667"
45401,高鍋町,"19,922","9,497","10,425"
45402,新富町,"16,564","8,096","8,468"
45403,西米良村,"1,000",492,508
45404,木城町,"4,895","2,250","2,645"
45405,川南町,"15,194","7,147","8,047"
45406,都農町,"9,906","4,677","5,229"
45421,門川町,"17,379","8,276","9,103"
45429,諸塚村,"1,486",725,761
45430,椎葉村,"2,503","1,268","1,235"
45431,美郷町,"4,826","2,337","2,489"
45423,（旧：南郷村）,"1,555",756,799
45424,（旧：西郷村）,"1,809",876,933
45425,（旧：北郷村）,"1,462",705,757
45441,高千穂町,"11,642","5,604","6,038"
45442,日之影町,"3,635","1,745","1,890"
45443,五ヶ瀬町,"3,472","1,697","1,775"
46000,鹿児島県,"1,588,256","748,306","839,950"
46201,鹿児島市,"593,128","276,130","316,998"
4620B,（旧：鹿児島市）,"546,358","254,110","292,248"
46301,（旧：吉田町）,"9,868","4,559","5,309"
46302,（旧：桜島町）,"2,811","1,287","1,524"
46321,（旧：喜入町）,"10,706","5,006","5,700"
46364,（旧：松元町）,"16,563","7,966","8,597"
46365,（旧：郡山町）,"6,822","3,202","3,620"
46203,鹿屋市,"101,096","48,390","52,706"
4620C,（旧：鹿屋市）,"80,909","38,866","42,043"
46462,（旧：輝北町）,"2,798","1,324","1,474"
46481,（旧：串良町）,"11,331","5,362","5,969"
46485,（旧：吾平町）,"6,058","2,838","3,220"
46204,枕崎市,"20,033","9,178","10,855"
46206,阿久根市,"19,270","9,064","10,206"
46208,出水市,"51,994","24,237","27,757"
4620D,（旧：出水市）,"35,402","16,497","18,905"
46401,（旧：野田町）,"3,759","1,696","2,063"
46402,（旧：高尾野町）,"12,833","6,044","6,789"
46210,指宿市,"39,011","18,107","20,904"
4621B,（旧：指宿市）,"26,122","12,144","13,978"
46322,（旧：山川町）,"7,881","3,658","4,223"
46324,（旧：開聞町）,"5,008","2,305","2,703"
46213,西之表市,"14,708","7,049","7,659"
46214,垂水市,"13,819","6,397","7,422"
46215,薩摩川内市,"92,403","44,570","47,833"
46202,（旧：川内市）,"70,360","34,140","36,220"
46381,（旧：樋脇町）,"5,948","2,769","3,179"
46382,（旧：入来町）,"4,130","1,897","2,233"
46383,（旧：東郷町）,"4,822","2,272","2,550"
46387,（旧：祁答院町）,"3,160","1,446","1,714"
46388,（旧：里村）,"1,026",507,519
46389,（旧：上甑村）,"1,022",498,524
46390,（旧：下甑村）,"1,582",858,724
46391,（旧：鹿島村）,353,183,170
46216,日置市,"47,153","22,167","24,986"
46362,（旧：東市来町）,"10,747","4,992","5,755"
46363,（旧：伊集院町）,"24,893","11,766","13,127"
46366,（旧：日吉町）,"4,367","2,025","2,342"
46367,（旧：吹上町）,"7,146","3,384","3,762"
46217,曽於市,"33,310","15,556","17,754"
46461,（旧：大隅町）,"9,212","4,262","4,950"
46463,（旧：財部町）,"9,032","4,182","4,850"
46464,（旧：末吉町）,"15,066","7,112","7,954"
46218,霧島市,"123,135","58,976","64,159"
46212,（旧：国分市）,"58,735","28,596","30,139"
46444,（旧：溝辺町）,"7,642","3,563","4,079"
46445,（旧：横川町）,"3,632","1,729","1,903"
46448,（旧：牧園町）,"6,115","2,807","3,308"
46449,（旧：霧島町）,"4,293","1,973","2,320"
46450,（旧：隼人町）,"38,014","18,009","20,005"
46451,（旧：福山町）,"4,704","2,299","2,405"
46219,いちき串木野市,"27,490","12,742","14,748"
46205,（旧：串木野市）,"21,347","9,930","11,417"
46361,（旧：市来町）,"6,143","2,812","3,331"
46220,南さつま市,"32,887","15,107","17,780"
46211,（旧：加世田市）,"20,564","9,436","11,128"
46341,（旧：笠沙町）,"2,036",920,"1,116"
46342,（旧：大浦町）,"1,674",791,883
46343,（旧：坊津町）,"2,621","1,192","1,429"
46368,（旧：金峰町）,"5,992","2,768","3,224"
46221,志布志市,"29,329","13,998","15,331"
46465,（旧：松山町）,"3,607","1,721","1,886"
46466,（旧：志布志町）,"15,713","7,480","8,233"
46467,（旧：有明町）,"10,009","4,797","5,212"
46222,奄美市,"41,390","19,778","21,612"
46207,（旧：名瀬市）,"34,838","16,660","18,178"
46526,（旧：住用村）,"1,188",574,614
46528,（旧：笠利町）,"5,364","2,544","2,820"
46223,南九州市,"33,080","15,447","17,633"
46323,（旧：頴娃町）,"10,561","4,927","5,634"
46344,（旧：知覧町）,"10,522","4,935","5,587"
46345,（旧：川辺町）,"11,997","5,585","6,412"
46224,伊佐市,"24,453","11,327","13,126"
46209,（旧：大口市）,"17,473","8,052","9,421"
46421,（旧：菱刈町）,"6,980","3,275","3,705"
46225,姶良市,"76,348","35,748","40,600"
46441,（旧：加治木町）,"20,739","9,629","11,110"
46442,（旧：姶良町）,"49,740","23,385","26,355"
46443,（旧：蒲生町）,"5,869","2,734","3,135"
46303,三島村,405,191,214
46304,十島村,740,412,328
46392,さつま町,"20,243","9,439","10,804"
46384,（旧：宮之城町）,"13,691","6,421","7,270"
46385,（旧：鶴田町）,"3,640","1,711","1,929"
46386,（旧：薩摩町）,"2,912","1,307","1,605"
46404,長島町,"9,705","4,706","4,999"
46403,（旧：東町）,"5,843","2,824","3,019"
4640B,（旧：長島町）,"3,862","1,882","1,980"
46452,湧水町,"9,119","4,403","4,716"
46446,（旧：栗野町）,"5,887","2,741","3,146"
46447,（旧：吉松町）,"3,232","1,662","1,570"
46468,大崎町,"12,385","5,868","6,517"
46482,東串良町,"6,237","2,946","3,291"
46490,錦江町,"6,944","3,259","3,685"
46486,（旧：大根占町）,"4,918","2,288","2,630"
46488,（旧：田代町）,"2,026",971,"1,055"
46491,南大隅町,"6,481","3,078","3,403"
46487,（旧：根占町）,"4,769","2,294","2,475"
46489,（旧：佐多町）,"1,712",784,928
46492,肝付町,"14,227","6,982","7,245"
46483,（旧：内之浦町）,"2,677","1,290","1,387"
46484,（旧：高山町）,"11,550","5,692","5,858"
46501,中種子町,"7,539","3,549","3,990"
46502,南種子町,"5,445","2,726","2,719"
46505,屋久島町,"11,858","5,800","6,058"
46503,（旧：上屋久町）,"5,616","2,716","2,900"
46504,（旧：屋久町）,"6,242","3,084","3,158"
46523,大和村,"1,364",673,691
46524,宇検村,"1,621",792,829
46525,瀬戸内町,"8,546","4,215","4,331"
46527,龍郷町,"5,817","2,812","3,005"
46529,喜界町,"6,629","3,255","3,374"
46530,徳之島町,"10,147","4,967","5,180"
46531,天城町,"5,517","2,788","2,729"
46532,伊仙町,"6,139","3,074","3,065"
46533,和泊町,"6,246","3,081","3,165"
46534,知名町,"5,750","2,862","2,888"
46535,与論町,"5,115","2,460","2,655"
47000,沖縄県,"1,467,480","722,812","744,668"
47201,那覇市,"317,625","154,042","163,583"
47205,宜野湾市,"100,125","48,826","51,299"
47207,石垣市,"47,637","24,001","23,636"
47208,浦添市,"115,690","55,977","59,713"
47209,名護市,"63,554","31,606","31,948"
47210,糸満市,"61,007","30,707","30,300"
47211,沖縄市,"142,752","69,489","73,263"
47212,豊見城市,"64,612","31,465","33,147"
47341,（旧：豊見城村）,"64,612","31,465","33,147"
47213,うるま市,"125,303","63,049","62,254"
47202,（旧：石川市）,"23,869","11,960","11,909"
47203,（旧：具志川市）,"77,312","38,417","38,895"
47322,（旧：与那城町）,"11,451","5,968","5,483"
47323,（旧：勝連町）,"12,671","6,704","5,967"
47214,宮古島市,"52,931","26,481","26,450"
47206,（旧：平良市）,"36,845","18,266","18,579"
47371,（旧：城辺町）,"4,907","2,572","2,335"
47372,（旧：下地町）,"2,876","1,345","1,531"
47373,（旧：上野村）,"3,721","2,009","1,712"
47374,（旧：伊良部町）,"4,582","2,289","2,293"
47215,南城市,"44,043","22,164","21,879"
47345,（旧：玉城村）,"12,018","6,007","6,011"
47346,（旧：知念村）,"4,666","2,531","2,135"
47347,（旧：佐敷町）,"12,134","6,072","6,062"
47349,（旧：大里村）,"15,225","7,554","7,671"
47301,国頭村,"4,517","2,317","2,200"
47302,大宜味村,"3,092","1,640","1,452"
47303,東村,"1,598",884,714
47306,今帰仁村,"8,894","4,466","4,428"
47308,本部町,"12,530","6,337","6,193"
47311,恩納村,"10,869","5,497","5,372"
47313,宜野座村,"5,833","2,907","2,926"
47314,金武町,"10,806","5,371","5,435"
47315,伊江村,"4,118","2,074","2,044"
47324,読谷村,"41,206","20,242","20,964"
47325,嘉手納町,"13,521","6,561","6,960"
47326,北谷町,"28,201","13,483","14,718"
47327,北中城村,"17,969","8,667","9,302"
47328,中城村,"22,157","11,036","11,121"
47329,西原町,"34,984","17,647","17,337"
47348,与那原町,"19,695","9,554","10,141"
